"MA_PARAMETER_ID","MA_PARAMETER_NAME","MA_PARAMETER_DESC","MA_PARAMETER_KEY","MA_PARAMETER_VALUE","MA_PARAMETER_DEFAULT_VALUE","ALLOW_DELETE_FLAG","HOSPITAL_SOID","IS_DEL","CREATED_AT","MODIFIED_AT","CREATED_BY","MODIFIED_BY"
"399911092195258368","对接三方医生站JSON过滤节点或字段(仅前置校验有效)","对接三方医生站JSON过滤节点或字段(仅前置校验有效)，格式：diagnosisList,chDiagnosisList,icd11DiagnosisList","DOCT3_MAHP_FILTER_FIELD_PRE_CHECK","diagnosisList.diagnosisTypeNo,diagnosisList.diagnosisTypeName","","0","11","0","2024/11/25 20:38:34","2024/11/25 21:13:00","4300118337","4300118337"
"421804902734983168","对接第三方医生站病案首页分娩记录接口地址","对接第三方医生站病案首页分娩记录接口地址","DOCT3_MAHP_GET_NEWBORN_URL","http://127.0.0.1:13747/inpat-perinatal/api/v1/app_perinatal_inpatient/report/delivery_data/query","","0","11","0","2025/3/23 20:36:55","2025/3/24 11:13:45","4300118337","4300118337"
"439564412115316737","【医生站】对接第三方医生站病案首页调用电子病历获取婴儿体重参数","对接第三方医生站病案首页调用电子病历获取婴儿体重参数。例：[{""emrMrtMonitorId"":125044678493294650,""elements"":[{""dataElementId"":""399300727"",""newbornParity"":1},{""dataElementId"":""399582440"",""newbornParity"":2},{""dataElementId"":""399582455"",""newbornParity"":3}]},{""emrMrtMonitorId"":202301220143243416,""elements"":[{""dataElementId"":""399300727"",""newbornParity"":1},{""dataElementId"":""399582440"",""newbornParity"":2},{""dataElementId"":""399582455"",""newbornParity"":3}]}]","DOCT3_MAHP_GET_NEWBORN_WEIGHT_PARAM","[{""emrMrtMonitorId"":125044678493294650,""elements"":[{""dataElementId"":""399300727"",""newbornParity"":1},{""dataElementId"":""399582440"",""newbornParity"":2},{""dataElementId"":""399582455"",""newbornParity"":3}]},{""emrMrtMonitorId"":202301220143243416,""elements"":[{""dataElementId"":""399300727"",""newbornParity"":1},{""dataElementId"":""399582440"",""newbornParity"":2},{""dataElementId"":""399582455"",""newbornParity"":3}]}]","","0","11","0","2025/6/27 13:48:50","2025/6/27 20:37:24","4300118337","4300118337"
"421804861932793857","对接第三方医生站病案首页判断是否调用分娩记录接口","对接第三方医生站病案首页判断是否调用分娩记录接口 0不获取(默认) 1获取","DOCT3_MAHP_GET_NEWBORNLIST","1","0","0","11","0","2025/3/23 20:36:36","2025/3/23 20:36:36","4300118337","4300118337"
"389693487404642304","对接第三方医生站病案首页是否获取转科列表 ","对接第三方医生站病案首页是否从60患者域获取转科列表 0不获取 1获取(默认)，为0时，则从电子病历提交接口中获取","DOCT3_MAHP_GET_REFERALLLIST","1","1","0","11","0","2024/10/1 18:59:31","2025/8/14 20:07:08","4300118337","4300118337"
"425855943805857792","对接三方医生站病案首页日志开关","0关闭 1打开(默认)","DOCT3_MAHP_OPERATION_LOG_SWITCH","1","1","0","11","0","2025/4/14 16:37:08","2025/4/24 17:11:58","4300118337","4300118337"
"390074758093959168","对接三方医生站的前置预处理参数","对接三方医生站, 在强校验之前的预处理, 填写格式为json, 目前支持功能如下:
1. fillNameHisDiagTypeNos:[""1"",""2""...] 根据diagnosisNo填充diagnosisName字段, 值为his字典对照中, his字典的诊断类型编码
2. copyNameToDescHisDiagTypeNos: [""1"",""2""...] 将diagnosisName复制到doctorDiagnosisDesc字段, 值为his字典对照中, his字典的诊断类型编码","DOCT3_MAHP_PREPROCESS_BEFORE_CHECK","{moveNameToDescHisDiagTypeNos: [""1"",""2"",""5"",""6"",""7"",""8"",""9"",""10"",""11"",""12"",""13""],fillNameHisDiagTypeNos: [""1"",""2"",""5"",""6"",""7"",""8"",""9"",""10"",""11"",""12"",""13""]}","{moveNameToDescHisDiagTypeNos: [""1"",""2"",""5"",""6""],fillNameHisDiagTypeNos: [""1"",""2"",""5"",""6""]}","0","11","0","2024/10/3 20:18:35","2026/4/8 13:39:44","4300118337","467611248637863937"
"488209175202590720","对接三方医生站病案首页-从病案当前字典获取对照关系开关","0关闭 1打开(默认)，关闭时，不从当前字典获取对照关系，打开则支持从当前字典获取，获取原则是no+name完全匹配","DOCT3_MDM_VALUE_SET_SWITCH","1","1","0","11","0","2026/3/16 18:01:54","2026/4/28 20:10:56","467611248637863937","467611248637863937"
"384990760208527360","对接三方医生站病案首页日志开关","对接三方医生站病案首页日志开关，0打开(默认)，1关闭；此开关非对接5x医生站接口日志开关，而是新的比如对接60电子病历首页等","DOCT3_PRINT_LOG_SWITCH","0","0","0","11","0","2024/9/6 10:41:34","2024/9/6 10:41:34","4300118337","4300118337"
"445529035062734849","对接三方医生站病案首页-特定字典值-横杠","横杠特定值，转换成病案横杠字典，多个时用英文逗号分隔，#号前面是HIS字典no和name，#号后面是病案字典code、no、name，目前暂时只支持术语，不支持员工科室病区，格式：no1_name1#code1_no1_name1,no2_name2#code2_no2_name2,no3_name3#code3_no3_name3，例子：123_11#399558080_-_—,456_22#399558080_-_—","DOCT3_SPRC_DICT_BAR","-_—#399558080_-_—","","0","11","0","2025/7/29 17:20:25","2025/8/7 15:42:44","4300118337","4300118337"
"437141584556421121","对接三方医生站病案首页-值域校验错误是否忽略开关","0不忽略(默认) 1忽略
","DOCT3_VALUE_CHECK_ERROR_IGNORE_SWITCH","0","0","0","11","0","2025/6/14 12:25:14","2026/1/14 18:58:01","4300118337","469303684795820033"
"395228162650894337","医生站首页创建前是否增加判断逻辑","0-不处理 1-判断是否婴儿首页
","DOCTHP_HASJUDGE_BEFORE_CREATE","1","0","0","11","0","2024/10/31 14:54:15","2024/10/31 14:54:15","4300118337","4300118337"
"435681675780386817","【首页录入】医生手写手术描述拼接开关","0否，1是【手术前缀+手术名称+手术后缀】","DOCTOR_OPERATION_DESC_JOINT_FLAG","0","0","0","11","0","2025/6/6 15:34:51","2025/6/6 15:35:57","4300118337","4300118337"
"357201477842333696","临床手术及操作名称来源","临床手术及操作名称来源 0:默认（电子病历前缀+手术+后缀） 1:手麻","DOCTOR_OPERATION_DESC_SOURCE","0","0","0","11","0","2024/4/9 16:08:20","2024/4/30 20:59:00","4300118337","4300118337"
"342873282259283968","【6.0医生首页】医生站首提交成功后调用单病种接口类型","60医生站首页提交成功后调用单病种接口类型：0-否 1-5x单病种接口（医生首页提交调取单病种事件） 2-60单病种（单病种补录事件）","DOCTOR_SINGLE_DISA_FLAG","0","0","0","11","0","2024/1/23 10:46:55","2026/4/20 18:26:46","4300118337","469303684795820033"
"391527971015979008","【复星】增加单病种 patNo 入参取值来源参数","0    MAHP_NO 病案号 (没有配置参数，默认为0 )
1    IMRN  住院号","DOCTOR_SINGLE_DISA_PATNO_FLAG","0","0","0","11","0","2024/10/11 16:16:59","2024/10/11 16:16:59","4300118337","4300118337"
"227320064787888129","【6.0医生首页】医生提交首页是否写入CONTENT表","0否 1是 目前由于天津海河需要上传医生首页到HIS为1，其它医院为0。【病案首页设置-首页参数设置】-接口设置-EMR6.0医生病案首页调用三方接口","DOCTOR_SUBMIT_TO_CONTENT_FLAG","0","0","1","11","0","2022/5/10 15:55:55","2026/4/16 15:53:42","4300118337","466338007730448385"
"227155593310255117","【首页质控、首页录入】DRG分组访问路径","填写DRG分组访问路径，不启用DRG分组链接为空即可。【病案首页设置-首页参数设置】-接口设置-展示DRGs接口","DRG_GROUPING_URL","","","1","11","0","2022/5/9 18:39:26","2026/4/16 15:53:42","4300118337","466338007730448385"
"291520091319711745","DRG分组版本","0-21版drg分组（佛山妇幼） 1-23版drg分组（海西州）","DRG_GROUPING_VERSION","2","1","0","11","0","2023/4/21 16:13:42","2026/4/16 15:53:42","4300118337","466338007730448385"
"336747447714410497","病案系统外挂DRG管理免密登录菜单可查看人员工号","外挂菜单可查看人员权限设置，配置工号，多个人员时，以英文“，”分隔；","DRG_MANAGE_MENU_OPER_PREMISSIONS","","","0","11","0","2023/12/21 10:24:11","2024/4/30 20:59:00","4300118337","4300118337"
"248085282476275712","病案系统外挂DRG管理免密登录菜单url","为空时，不显示固定菜单；配置url时，在一级菜单最后一个显示固定菜单名：DRG管理；http://200.100.100.48/drg_thd/index?org=CCYY&operator_his【关联菜单设置查看人员权限参数DRG_MANAGE_MENU_OPER_PREMISSIONS：未配置时，所有人可以查看。】","DRG_MANAGE_MENU_URL","http://200.100.100.48/drg_thd/index?org=CCYY&operator_his","","0","11","0","2022/8/30 13:55:12","2026/4/16 15:53:42","4300118337","466338007730448385"
"439031638602117120","数据中台DVE费用信息地址","数据中台DVE费用信息地址。例：http://ip:port/dcp-inex-invoke/api/v1/invoke/market_api/FIN_INP_0012/v1/service?ak=事件密钥","DVE_COST_URL","http://ip:port/dcp-inex-invoke/api/v1/invoke/market_api/FIN_INP_0012/v1/service?ak=事件密钥","","0","11","0","2025/6/24 16:53:58","2025/6/26 22:40:32","4300118337","4300118337"
"405644815553359873","员工在职类型集合","如果不填就按照系统默认值查询在职，外聘，返聘，临时等类型的员工数据。填在职状态代码概念域(65235)下在职状态代码体系97892字典的员工在职状态值id，多个以逗号分开，例123,456,789","EMPLOYMENT_STATUS_LIST","152438,152439,152437","","0","11","0","2024/12/26 18:18:07","2026/5/7 10:15:05","4300118337","466338359917766656"
"364944971017056256","获取电子病历数据元结构化数据","获取电子病历数据元结构化数据 0:不获取 1:获取","EMR_ELEMENT_DATA_FLAG","1","0","0","11","0","2024/5/21 9:45:46","2024/6/3 18:53:50","4300118337","4300118337"
"391294915353079808","【60医生病案首页】电子病历文书配置(监控类型) 格式","用于设置查询住院病历查询监控类型接口的入参监控类型，格式：key1:value1,key2:value2，比如1:125044678493294634，其中125044678493294634就是疑难病历讨论记录书的监控类型ID;2是抢救病历监控类型;3是病危通知单;4是危重病例讨论记录;5是MDT多学科会诊记录","EMR_MONITOR_CONFIG","1:125044678493294634,2:125044678493294592","1:125044678493294634,2:125044678493294592","0","11","0","2024/10/10 10:08:14","2025/8/4 16:20:34","4300118337","4300118337"
"344167800434683904","质控及录入时调用单患者病历质控界面URL","参数值是 [调用类型]#[url地址]；类型有0-无 1-60病历质控 99-其他三方病历质控 ；不配置该地址时，不显示“病历质控”按钮；配置对应的类型和url时（60病历质控无需配置url），显示“病历质控”按钮，且点击时，跳转","EMR_QC_URL","1#","","0","11","0","2024/1/30 10:13:42","2026/4/16 15:53:42","4300118337","466338007730448385"
"364401378445901826","【病案复印】病历允许复印条件","病历允许复印条件，格式：病案类型_条件类型_是否勾选_其他参数","ENABLE_MA_PRINT_FILE_CONDITIONS","plFileArchiveStatus_1","","0","11","0","2024/5/18 11:26:54","2026/4/24 19:32:38","4300118337","4300118337"
"364401378445901824","【病案复印】病历允许登记条件","病案允许复印登记条件，格式：病案类型_条件类型_是否勾选","ENABLE_MA_PRINT_REG_CONDITIONS","2_dischargedDays_1_10,2_traceWarehouseStatus_1,1_dischargedDays_1_1000,1_plArchiveStatus_1,1_plAuditStatus_1,1_traceRecoveryStatus_1","","0","11","0","2024/5/18 11:26:54","2026/4/24 19:32:38","4300118337","4300118337"
"401725552669061121","【全局】是否启用第二姓名查询","【全局】是否启用第二姓名查询
","ENABLE_SECOND_NAME_QUERY_FLAG","1","0","0","11","0","2024/12/5 15:20:39","2026/4/29 21:19:10","4300118337","467638633349343232"
"358635595339755520","【无纸化】开启同步门诊患者","【无纸化】开启同步门诊患者 - 自动生成","ENABLE_SYNC_MAOUTPATIENT","0","0","0","11","0","2024/4/17 9:38:34","2025/12/25 15:49:27","4300118337","466338926853449729"
"340355263192723457","开启电子病案示踪标志","","ENABLE_TRACE_OUTER_RECORD_FLAG","1","0","0","11","0","2024/1/9 21:04:30","2025/7/18 16:23:09","4300118337","4300118337"
"295967265814231041","卫宁疾病监测报告管理接口地址","卫宁疾病监测报告管理接口地址","ENTRANCE_URL","","","0","11","0","2023/5/15 15:28:19","2024/4/30 20:59:00","4300118337","4300118337"
"340133675092504577","【无纸化】业务系统与ESB对照","归档参数设置->ESB平台设置->业务系统与ESB对照","ESB_APP_TO_PL_BIZ_SYSTEM","[{""appId"":""HIS109"",""plBizSysName"":""检验系统"",""plBizSysNo"":""LIS""},{""appId"":""HIS110"",""plBizSysName"":""检查系统"",""plBizSysNo"":""RIS""}]","","0","11","0","2024/1/8 16:24:46","2026/4/30 14:24:30","4300118337","466338359917766656"
"332674899594801152","【医生站病案首页】过滤特定过敏源","【医生站病案首页】排除特定过敏药物，多个用英文分号分隔，例：结核菌素纯蛋白衍化物;阿莫西林","EXCLUDE_ALLERGY_DESC","","","0","11","0","2023/11/29 11:37:03","2024/4/30 20:59:00","4300118337","4300118337"
"396480948776562688","快递面单打印接口配置","快递面单打印接口配置","EXPRESS_PRINT_API_CONFIG","false","","0","11","0","2024/11/7 8:57:10","2026/4/24 19:32:38","4300118337","4300118337"
"402662912101543936","【无纸化】控制排除的屏蔽原因","病案归档设置 - 归档流程设置 - 归档流程设置 - 控制排除的屏蔽原因","FILE_BLOCKING_MA_BUSINESS_REASON_IDS","[212288377184073729]","","0","11","0","2024/12/10 16:35:30","2026/5/6 15:59:14","4300118337","467638633349343232"
"296669918168889345","过滤出院科室的患者不进入病案统计相关表","空值不过滤。有值按填的科室编码过滤不进入病案统计相关表。（多个科室用#号隔开，例：123#456#789）","FILTER_DEPT_IDS","","","0","11","0","2023/5/19 10:21:37","2024/4/30 20:59:00","4300118337","4300118337"
"367764735158480896","【病案统计】工作日志通用过滤科室","病案工作日志通用过滤临床科室123#456","FILTER_GENERAL_WORKLOG_DEPT_NOS","","","0","11","0","2024/6/5 14:30:00","2024/6/5 14:30:24","4300118337","4300118337"
"340821166212608001","【病案统计】急诊体检工作量工作日志需要显示的临床科室","急诊体检工作量工作日志需要显示的临床科室123#456","FILTER_LOG_DEPT_EXAM_NOS","","","0","11","0","2024/1/12 9:20:24","2024/4/30 20:59:00","4300118337","4300118337"
"339205863372320769","【病案统计】病房工作日志需要显示的临床科室","病房工作日志需要显示的临床科室（汇总前过滤明细科室+病区）科室编码1@病区编码1#科室编码2@病区编码2#123@12#123@13#456@45#456@46","FILTER_LOG_DEPT_NOS","","","0","11","0","2024/1/3 16:24:00","2024/4/30 20:59:00","4300118337","4300118337"
"340122503882567681","【病案统计】病区工作日志需要显示的临床科室+病区","病区工作日志需要显示的临床科室+病区123@12#123@13#456@45#456@46","FILTER_LOG_DEPT_WARD_NOS","","","0","11","0","2024/1/8 14:58:04","2024/4/30 20:59:00","4300118337","4300118337"
"376831389645500416","【统计】观察室科室","科室用#号隔开，例：123#124,科室id用deptId开头再配科室id 例：deptId123#124","FILTER_LOG_OBSERVATION_DEPT_NOS","123","","0","11","0","2024/7/24 11:16:31","2025/7/3 16:15:20","4300118337","4300118337"
"343427498396708865","【病案统计】病区工作日志(单病区)需要显示的临床病区","病区工作日志需要显示的临床病区（汇总前过滤明细科室+病区）123@12#123@13#456@45#456@46","FILTER_LOG_WARD_NOS","","","0","11","0","2024/1/26 10:28:12","2024/4/30 20:59:00","4300118337","4300118337"
"339568931990237184","【病案统计】门诊工作日志数据过滤为0的数据","门诊工作日志过滤总诊疗人次为0的数据1#0;（1 门诊工作日志 0 不过滤 1 开启过滤）","FILTER_LOG_ZERO_DATA","1#0;","1#0;","0","11","0","2024/1/5 15:21:47","2024/4/30 20:59:00","4300118337","4300118337"
"227155528885745683","【首页质控】质控查询列表过滤掉未出区数据","0表示不过滤，1表示过滤。【病案首页设置-首页参数设置】病案首页(病案系统)-首页质控","FILTER_OUT_ZONE_DATA","0","0","1","11","0","2022/5/9 18:38:56","2026/5/7 10:15:05","4300118337","466338359917766656"
"339538268071227393","【病案统计】门诊工作日志需要过滤的临床科室","门诊工作日志过滤临床科室123#456
","FILTER_OUTPATIENT_LOG_DEPT_NOS","","","0","11","0","2024/1/5 11:23:48","2025/3/6 11:10:52","4300118337","4300118337"
"426227387610001408","【病案统计】门诊工作日志导入是否需要过滤重复患者","【病案统计】门诊工作日志导入是否需要过滤重复患者
0. 过滤 1不过滤
","FILTER_OUTPATIENT_LOG_DUPLICATE_PATIENTS_FLAG","0","0","0","11","0","2025/4/16 16:39:55","2025/4/16 16:39:55","4300118337","4300118337"
"227320331075860481","【6.0医生首页】转科是否在第一列展示入院科室","转科科别第一列不展示入院科室  1是 0否。【病案首页设置-首页参数设置】-病案首页(住院医生站)-6.0-医生病案首页取值","FIRST_TRANSFER_FLAG","1","0","1","11","0","2022/5/10 15:57:58","2026/4/20 18:26:46","4300118337","469303684795820033"
"340487883192889344","是否启用图表可视化 FORM_CHART","FORM_CHART是否启用 0 不启用 1启用","FORM_CHART_FLAG","1","","0","11","0","2024/1/10 14:13:47","2025/5/18 17:52:00","4300118337","4300118337"
"231036192898955264","【首页录入、病案统计5.X】ESB服务从病案5x获取数据CODE","ESB服务从病案5x获取数据CODE","FOSUN_ESB_5XDATA_TRANCODE","","","0","11","0","2022/5/30 16:36:52","2024/4/30 20:59:00","4300118337","4300118337"
"253121724336322561","【首页录入、病案统计5.X】ESB服务从病案5x获取5x日志数据","ESB服务从病案5x获取5x日志数据","FOSUN_ESB_5XLOGDATA_TRANCODE","","","0","11","0","2022/9/26 17:23:09","2024/4/30 20:59:00","4300118337","4300118337"
"227322134962124801","【首页录入、病案统计5.X】复星ESB服务APPID","复星ESB服务APPID。【病案首页设置-首页参数设置】病案首页(病案系统)-病案统计管理系统版本为4.0/5.X","FOSUN_ESB_APPID","","","0","11","0","2022/5/10 16:11:58","2024/4/30 20:59:00","4300118337","4300118337"
"231225628873996289","【首页录入、病案统计5.X】落库病案5x限制日期","落库病案5x限制日期","FOSUN_ESB_ENDDATE","","","0","11","0","2022/5/31 17:07:05","2026/5/7 10:15:05","4300118337","466338359917766656"
"227322124224706561","【首页录入、病案统计5.X】复星ESB服务ORGID","复星ESB服务ORGID。【病案首页设置-首页参数设置】病案首页(病案系统)-病案统计管理系统版本为4.0/5.X","FOSUN_ESB_ORGID","","","0","11","0","2022/5/10 16:11:53","2024/4/30 20:59:00","4300118337","4300118337"
"227322143552059393","【首页录入、病案统计5.X】复星ESB服务RECAPPID","复星ESB服务RECAPPID。【病案首页设置-首页参数设置】病案首页(病案系统)-病案统计管理系统版本为4.0/5.X","FOSUN_ESB_RECAPPID","","","0","11","0","2022/5/10 16:12:03","2024/4/30 20:59:00","4300118337","4300118337"
"227322156436961281","【首页录入、病案统计5.X】复星ESB服务RECORGID","复星ESB服务RECORGID。【病案首页设置-首页参数设置】病案首页(病案系统)-病案统计管理系统版本为4.0/5.X","FOSUN_ESB_RECORGID","","","0","11","0","2022/5/10 16:12:09","2024/4/30 20:59:00","4300118337","4300118337"
"227322169321863168","【首页录入、病案统计5.X】复星ESB服务TRANCODE","复星ESB服务TRANCODE。【病案首页设置-首页参数设置】病案首页(病案系统)-病案统计管理系统版本为4.0/5.X","FOSUN_ESB_TRANCODE","","","0","11","0","2022/5/10 16:12:15","2024/4/30 20:59:00","4300118337","4300118337"
"227322180059281409","【首页录入、病案统计5.X】复星ESB服务URL","复星ESB服务URL。【病案首页设置-首页参数设置】病案首页(病案系统)-病案统计管理系统版本为4.0/5.X","FOSUN_ESB_URL","","","0","11","0","2022/5/10 16:12:19","2024/4/30 20:59:00","4300118337","4300118337"
"227322044767811584","【首页录入、病案统计5.X】复星ESB服务开关","复星ESB服务开关：值为1时，通过ESB服务病案首页病案室提交时落库病案5x","FOSUN_ESB_USE_FLAG","0","0","0","11","0","2022/5/10 16:11:17","2024/4/30 20:59:00","4300118337","4300118337"
"455702960035950593","复星获取GPT科室从参数获取","复星专用","FOSUN_GPT_DEPT","{""deptId"":""218608724334297093"",""deptNo"":""10403"",""deptName"":""病案统计室""}","","0","11","0","2025/9/22 13:20:28","2025/9/22 13:20:28","4300118337","4300118337"
"355490594799841281","【医生站首页录入】赣南附一ESB平台手麻交易码TRANCODE","赣南附一ESB平台手麻交易码TRANCODE","GANNAN_ESB_ANES_TRANCODE","ATS0113","ATS0113","0","11","0","2024/3/31 10:50:09","2024/4/30 20:59:00","4300118337","4300118337"
"355491133818236928","【医生站首页录入】赣南附一ESB平台APPID","赣南附一ESB平台APPID","GANNAN_ESB_APPID","HIS0207","HIS0207","0","11","0","2024/3/31 10:54:20","2024/4/30 20:59:00","4300118337","4300118337"
"355491309911896065","【医生站首页录入】赣南附一ESB平台RECAPPID","赣南附一ESB平台RECAPPID","GANNAN_ESB_RECAPPID","HIS0113","HIS0113","0","11","0","2024/3/31 10:55:41","2024/4/30 20:59:00","4300118337","4300118337"
"401683955910799360","【医生站首页录入】赣南附一ESB平台-手麻同步-手术状态","多个用英文逗号分隔，例：Complete,Booked","GANNAN_ESB_SURGICAL_STATUS","Complete","Complete","0","11","0","2024/12/5 9:57:49","2024/12/5 9:57:49","4300118337","4300118337"
"355490416558698497","【医生站首页录入】赣南附一ESB平台URL","赣南附一ESB平台URL","GANNAN_ESB_URL","","","0","11","0","2024/3/31 10:48:46","2024/4/30 20:59:00","4300118337","4300118337"
"355491664246697985","【医生站首页录入】赣南ESB服务开关","赣南ESB服务开关 0关闭 1开启","GANNAN_ESB_USE_FLAG","0","0","0","11","0","2024/3/31 10:58:27","2024/4/30 20:59:00","4300118337","4300118337"
"378346407146909697","【医生站首页录入】赣南附一乙肝表面抗原结果判断开关","0关闭1开启","GANNAN_HBSAG_VERIFY_FLAG","0","0","0","11","0","2024/8/1 15:14:35","2024/8/1 15:14:35","4300118337","4300118337"
"227320601658800128","【6.0医生首页】是否从主数据获取医生、护士签名","0 否 1是。【病案首页设置-首页参数设置】-病案首页(住院医生站)-6.0-医生首页打印设置","GET_SIGN_PIC_FROM_MAIN_DATA","0","","1","11","0","2022/5/10 16:00:05","2026/4/20 18:26:46","4300118337","469303684795820033"
"337494662502248449","是否启用AI GPT","GPT是否启用 0 不启用 1启用","GPT_FLAG","1","0","0","11","0","2023/12/25 11:03:20","2026/4/7 19:42:13","4300118337","466338782972045313"
"337495087704010753","AI GPT诊断编码知识助手入参","GPT诊断编码知识助手入参","GPT_ICD_DICT_PARAMETER","出处：ICD-10-CM，诊断编码@gptNoParam @gptNameParam 字典，请输出结果： 1、疾病和健康问题的名称、ICD代码 2、疾病的定义和描述 3、编码指南 4、文献和更新内容 5、包含的编码范围和名称 6、不包含的编码范围和名称 7、是否可以作为主要诊断 8、诊断适合年龄范围 9、是否为女性特有诊断 10、是否为男性特有诊断 11、和哪些诊断编码范围和名称冲突 12、必须和哪些编码范围和名称一起使用","出处：ICD-10-CM，诊断编码@gptNoParam @gptNameParam 字典，请输出结果： 1、疾病和健康问题的名称、ICD代码 2、疾病的定义和描述 3、编码指南 4、文献和更新内容 5、包含的编码范围和名称 6、不包含的编码范围和名称 7、是否可以作为主要诊断 8、诊断适合年龄范围 9、是否为女性特有诊断 10、是否为男性特有诊断 11、和哪些诊断编码范围和名称冲突 12、必须和哪些编码范围和名称一起使用","0","11","0","2023/12/25 11:06:38","2025/9/15 10:48:52","4300118337","4300118337"
"353662195009679360","AI GPT配置-请求直接调用转发接口","GPT地址不走本服务的URL链接   0不启用 1启用","GPT_NOT_FORWARD","0","0","0","11","0","2024/3/21 14:19:54","2025/9/15 10:48:16","4300118337","4300118337"
"337495598805118977","AI GPT手术编码知识助手入参","GPT手术编码知识助手入参","GPT_OP_DICT_PARAMETER","出处：ICD-9-CM，手术/操作编码@gptNoParam @gptNameParam 字典，请输出结果： 1、疾病和健康问题的名称、ICD代码 2、疾病的定义和描述 3、编码指南 4、文献和更新内容 5、包含的编码范围和名称 6、不包含的编码范围和名称 7、是否可以作为主要手术/操作 8、手术/操作适合年龄范围 9、是否为女性特有手术/操作 10、是否为男性特有手术/操作 11、和哪些手术/操作编码范围和名称冲突 12、必须和哪些手术编码范围和名称一起使用","出处：ICD-9-CM，手术/操作编码@gptNoParam @gptNameParam 字典，请输出结果： 1、疾病和健康问题的名称、ICD代码 2、疾病的定义和描述 3、编码指南 4、文献和更新内容 5、包含的编码范围和名称 6、不包含的编码范围和名称 7、是否可以作为主要手术/操作 8、手术/操作适合年龄范围 9、是否为女性特有手术/操作 10、是否为男性特有手术/操作 11、和哪些手术/操作编码范围和名称冲突 12、必须和哪些手术编码范围和名称一起使用","0","11","0","2023/12/25 11:10:35","2025/9/15 10:48:57","4300118337","4300118337"
"430283973483655169","AI GPT手术诊断知识入参","例：{""wxApiKey"":""st-1I5LnSWRTRNzo0HtPXllCg=="",""wxsSceneCode"":""CMS_DIAG_AND_OPERA_KNOWLEDGE_ASSISTANT"",""wxUserId"":""1693477678526464"",""wxBizCode"":""WiNEX_CMS""}","GPT_OP_ICD_DICT_PARAM","{""wxApiKey"":""st-1I5LnSWRTRNzo0HtPXllCg=="",""wxsSceneCode"":""CMS_DIAG_AND_OPERA_KNOWLEDGE_ASSISTANT"",""wxUserId"":""1693477678526464"",""wxBizCode"":""WiNEX_CMS""}","","0","11","0","2025/5/8 13:23:09","2025/9/15 10:48:42","4300118337","4300118337"
"430283945566367744","AI GPT手术诊断知识url","例：https://copilot.winning.com.cn/api/v1/copilot/prompt/stream","GPT_OP_ICD_DICT_URL","https://copilot.winning.com.cn/api/v1/copilot/prompt/stream","","0","11","0","2025/5/8 13:22:56","2025/9/15 10:48:47","4300118337","4300118337"
"430125422618439681","AI GPT参数","例：{""wxApiKey"":""st-1I5LnSWRTRNzo0HtPXllCg=="",""wxsSceneCode"":""CMS_MAHP_QUALITY_CONTROL"",""wxBizCode"":""WiNEX_CMS""}","GPT_PARAM","{""wxApiKey"":""st-1I5LnSWRTRNzo0HtPXllCg=="",""wxsSceneCode"":""CMS_MAHP_QUALITY_CONTROL"",""wxBizCode"":""WiNEX_CMS""}","","0","11","0","2025/5/7 16:52:39","2025/9/15 10:48:37","4300118337","4300118337"
"453342896981635073","AI质控默认提示词","AI质控默认提示词","GPT_PROMPT_DESC","#任务：分析%1%合理性 \n\n##参数：\n规范:《住院病案首页数据填写质量规范》第二十二条\n\n##质控原则：\n1. 基本原则： \n    -\n    -\n2. 终止审核条件：\n    -\n    -\n","#任务：分析%1%合理性 \n\n##参数：\n规范:《住院病案首页数据填写质量规范》第二十二条\n\n##质控原则：\n1. 基本原则： \n    -\n    -\n2. 终止审核条件：\n    -\n    -\n","0","11","0","2025/9/9 20:03:57","2025/11/12 11:33:55","4300118337","4300118337"
